height_cm,weight_kg,age,hometown,sport,classification,program
182.9,,35,"Palo Alto, CA",Team Handball,,Team USA
172.7,,26,Las Vegas,,,Olympian
167.6,,33,"Wooster, AR",Shooting,,Olympian
167.6,,,Baton Rouge,,,Olympian
144.8,,51,Lawrenceburg,Para Swimming,,Paralympian
172.7,,33,"Dayton, OH",Rowing,,Olympian
185.4,,41,"San Francisco, Calif.",,,Team USA
170.2,,39,"Stafford, VA",Soccer,,Paralympian
165.1,,31,,Curling,,Team USA
170.2,,52,"Ann Arbor, MI",Softball,,Olympian
167.6,,21,"Austin, TX",Artistic Swimming,,Team USA
188.0,,25,"Ruckersville, VA",Basketball,,Team USA
167.6,,,"Ann Arbor, MI",Swimming,,Team USA
203.2,,41,"Ridgefield, CT",Volleyball,,Team USA
185.4,,30,"Brownsburg, IN",Basketball,,Team USA
193.0,,48,"Wesley Chapel, FL",Tennis,,Olympian
190.5,,48,"Wesley Chapel, FL",Tennis,,Olympian
170.2,,,Reykjavik,Team Handball,,Olympian
185.4,,33,"Manhattan, Kan.",Track and Field,,Team USA
172.7,,28,"Wellington, KS",Baseball,,Team USA
182.9,,31,"Nyack, NY",Rowing,,Olympian
188.0,,37,"Newport Beach, CA",Sailing,,Olympian
170.2,,,"Albuquerque, N.M.",,,Team USA
167.6,,,"Agoura Hills, CA",,,Team USA
200.7,,37,"Encinitas, CA",Volleyball;Beach Volleyball,,Olympian
177.8,,24,"St. Louis Park, MN",Basketball,,Team USA
172.7,,20,"Los Angeles, CA",Taekwondo,,Team USA
182.9,,,"Apex, North Carolina",,,Team USA
180.3,,29,"Huntington, IN",Goalball,,Paralympian
180.3,,23,"Menifee, CA",,,Team USA
175.3,,39,Louisville,,,Olympian
160.0,,19,"Gilbert, AZ",Artistic Swimming,,Team USA
185.4,,45,"Salt Lake City, UT",Para Snowboarding,,Paralympian
188.0,,32,"Charlotte, NC",3x3 Basketball,,Olympian
182.9,,37,"Latrobe, PA",Para Swimming,,Paralympian
160.0,,,Colorado Springs,,,Olympian
190.5,,40,"Glendale, NY",Volleyball,,Team USA
167.6,,38,"Redding, CT",Rowing,,Team USA
177.8,,38,Oklahoma City,,,Team USA
185.4,,24,"Olympic Valley, CA",Biathlon,,Team USA
177.8,,30,"Pittsburgh, PA",,,Team USA
182.9,,36,"Ardmore, OK",Sitting Volleyball,,Paralympian
160.0,,31,"Harselle, AL",Track and Field,,Olympian
170.2,,37,"Issaquah, Wash.",Track and Field,,Olympian
167.6,,35,"Seattle, WA",Triathlon,,Team USA
177.8,,29,"Ann Arbor, MI",Para-Rowing,,Paralympian
175.3,,37,"Sicklerville, NJ",Wrestling,,Olympian
180.3,,38,"Fallbrook, CA",Shooting,,Olympian
172.7,,43,"Erie, CO",Para Alpine Skiing;Para Biathlon,,Paralympian
172.7,,23,"Greensboro, NC",Soccer,,Olympian
185.4,,,Prior Lake,,,Olympian
172.7,,48,Canyon Country,Softball,,Team USA
193.0,,,"Kendleton, Texas",,,Olympian
162.6,,22,"Fort Lauderdale, FL",Track and Field,,Olympian
182.9,,39,"Marlborough, MA",Ice Hockey,,Olympian
177.8,,25,"Seal Beach, CA",Diving,,Team USA
165.1,,28,Bremen,Team Handball,,Team USA
175.3,,35,"Fort Wayne, IN",Wheelchair Rugby,,Paralympian
188.0,,33,St. Louis,,,Team USA
188.0,,45,"Yucaipa, CA",Bobsled,,Olympian
172.7,,95,"Englewood, NJ",Figure Skating,,Olympian
177.8,,35,"Hampton, VA",Track and Field,,Olympian
175.3,,32,"Tempe, AZ",Bowling,,Team USA
170.2,,28,"Northville, MI",Figure Skating,,Team USA
167.6,,28,"Miami, FL",Karate,,Team USA
175.3,,36,"Glastonbury, CT",Track and Field,,Olympian
167.6,,30,"Coppell, TX",Figure Skating,,Olympian
170.2,,36,"Peru, VT",Cross-Country Skiing,,Olympian
170.2,,32,"Ashburn, VA",Freestyle Skiing,,Olympian
182.9,,32,"Lebanon, NH",Cross-Country Skiing,,Olympian
198.1,,27,"Middletown, Del.",Basketball,,Team USA
177.8,,46,"Bristol, TN",Para Alpine Skiing,,Paralympian
180.3,,41,Rochester,,,Olympian
172.7,,33,"Salt Lake City, UT",Speedskating,,Team USA
177.8,,44,"Woodland, CA",Track and Field,,Olympian
165.1,,,Holbrook,,,Team USA
165.1,,30,"Plymouth, MN",Ice Hockey,,Olympian
167.6,,41,Park City,,,Olympian
152.4,,22,"Sachse, TX",Taekwondo,,Team USA
190.5,,39,Ventura,,,Team USA
182.9,,22,"Park City, UT",Biathlon,,Team USA
182.9,,42,"San Diego, CA",,,Olympian
180.3,,32,"La Canada Flintridge, CA",Swimming,,Team USA
162.6,,40,,Wrestling,,Olympian
175.3,,31,"Kennesaw, GA",Soccer,,Olympian
170.2,,44,"Indianapolis , IN",Track and Field,,Olympian
172.7,,20,"Park City, UT",,,Team USA
162.6,,34,"Gilbertsville, PA",Field Hockey,,Team USA
190.5,,38,"Perryton, TX",Para Track and Field,,Paralympian
177.8,,34,"New Canaan, CT",Rowing,,Olympian
157.5,,,Las Vegas,,,Team USA
139.7,,17,"Lake Zurich, IL",,,Team USA
180.3,,27,"Elk Grove, CA",,,Team USA
165.1,,28,"Fallbrook, CA",Rugby,,Olympian
162.6,,23,"Hawaiian Gardens, CA",Taekwondo,,Team USA
180.3,,41,"Paradise Valley, CA",,,Team USA
172.7,,33,"Willingboro, NJ",Basketball,,Olympian
165.1,,26,"Tampa, FL",Taekwondo,,Team USA
193.0,,,Floral Park,Team Handball,,Team USA
152.4,,23,Nantes,Artistic Swimming,,Team USA
177.8,,47,,,,Olympian
170.2,,20,"Orem, UT",,,Team USA
177.8,,33,"Carlinville, IL",Track and Field,,Olympian
172.7,,33,"Elk Grove, CA",Softball,,Olympian
167.6,,41,Commerce,,,Olympian
160.0,,21,"Boise, ID",Para Track and Field,,Paralympian
157.5,,25,"Phoenix, AZ",Gymnastics,,Olympian
177.8,,36,"Manhattan Beach, CA",Volleyball,,Team USA
185.4,,31,"Aurora, IL",Volleyball,,Olympian
165.1,,35,Addison,Wrestling,,Team USA
195.6,,29,"Bedford, NH",Rowing,,Olympian
167.6,,36,"West Nyack, NY",Rugby,,Olympian
208.3,,33,"Orland Park, IL",Volleyball,,Team USA
180.3,,40,"San Antonio, TX",Softball,,Team USA
170.2,,32,"North Reading, MA",Ice Hockey,,Olympian
177.8,,39,Peachtree City,,,Team USA
193.0,,27,"Colorado Springs, CO",Swimming,,Team USA
185.4,,46,Park City,,,Olympian
170.2,,31,"Solvang, CA",Shooting,,Team USA
165.1,,35,"Honey Brook, PA",,,Team USA
182.9,,36,"Berthoud, Colo.",Sled Hockey,,Paralympian
157.5,,,,Track and Field,,Team USA
185.4,,46,"Ladera Ranch, CA",Racquetball,,Team USA
160.0,,41,Carrollton,,,Team USA
177.8,,32,"Topton, PA",Para Alpine Skiing,,Paralympian
182.9,,26,"Warrington, PA",Skeleton,,Olympian
185.4,,37,"Hearne, Texas",Track and Field,,Team USA
193.0,,40,"Lawrence, GA",Baseball,,Olympian
182.9,,47,Raleigh,,,Olympian
177.8,,27,"Mansfield, TX",,,Team USA
175.3,,40,"Red Oak, TX",Track and Field,,Olympian
165.1,,33,"Claremonte, Calif.",Track and Field,,Team USA
157.5,,48,Fairfield,,,Olympian
172.7,,34,Praia,Team Handball,,Team USA
193.0,,26,"Pembroke Pines, FL",Baseball,,Olympian
195.6,,37,"Santa Barbara, CA",Volleyball,,Team USA
167.6,,42,"Reedsport, Ore. , OR",Track and Field,,Team USA
165.1,,40,Buffalo,,,Olympian
170.2,,36,"Overland, MT",Sled Hockey,,Paralympian
180.3,,27,"Strawberry, CA",Alpine Skiing,,Olympian
188.0,,24,"Briarcliff Manor, NY",Curling,,Olympian
165.1,,25,"Cincinnati, OH",Rowing,,Team USA
172.7,,28,"Laredo, TX",Taekwondo,,Team USA
180.3,,38,"Long Beach, CA",Softball,,Team USA
170.2,,37,"Douglasville, GA",Track and Field,,Olympian
167.6,,24,"Jackson, NH",Biathlon,,Team USA
170.2,,26,"Fresno, CA",,,Team USA
167.6,,41,Colorado Springs,,,Team USA
188.0,,46,"Duncanville, TX",Basketball,,Olympian
188.0,,27,"Stillwater, MN",Ice Hockey,,Olympian
167.6,,23,"Arden Hills, MN",Cycling,,Olympian
175.3,,47,"Riverside, AL",,,Team USA
170.2,,34,"Delafield, WI",Ice Hockey,,Olympian
162.6,,39,Colorado Springs,,,Olympian
190.5,,36,"New York, N.Y.",Rowing,,Team USA
175.3,,36,"Arnold, MD",Track and Field,,Olympian
188.0,,25,"Glen Ellyn, IL",Speedskating,,Olympian
172.7,,27,"Grand Rapids , MN",Biathlon,,Team USA
185.4,,39,"Hampton Falls, NH",Sled Hockey,,Paralympian
198.1,,31,"Charlotte, NC",Swimming,,Team USA
165.1,,34,"Saunderstown, RI",Sailing,,Olympian
162.6,,42,St. Louis,,,Olympian
175.3,,32,"Trabuco Canyon, CA",,,Team USA
182.9,,50,Wilton,Para Nordic Skiing,,Team USA
165.1,,23,"Little Rock, AR",Para Swimming,,Paralympian
175.3,,37,"Springfield, OH",Taekwondo,,Team USA
177.8,,31,"Tacoma, WA",Track and Field,,Team USA
193.0,,36,"New York, NY",Fencing,,Olympian
180.3,,37,"Vidalia, GA",Wheelchair Basketball,,Team USA
167.6,,19,"Audubon, PA",Artistic Swimming,,Team USA
167.6,,23,"San Jose, CA",Taekwondo,,Team USA
160.0,,19,"San Jose, CA",,,Team USA
185.4,,21,Tulsa,,,Team USA
188.0,,33,Pontevedra,Team Handball,,Team USA
127.0,,25,"Marion, MA",Para Track and Field,,Team USA
162.6,,35,"San Jose, CA",Breaking,,Team USA
165.1,,24,"Aiea, HI",Taekwondo,,Team USA
185.4,,27,"Ashburn, VA",,,Team USA
162.6,,22,"San Jose, CA",Artistic Swimming,,Team USA
172.7,,23,"Highlands Ranch, CO",Diving,,Team USA
165.1,,21,"Ashburn, VA",Taekwondo,,Team USA
190.5,,37,"Jamaica, NY",Basketball,,Olympian
175.3,,40,"Beaverton, OR",,,Team USA
182.9,,31,"Evergreen, CO",Rowing,,Olympian
185.4,,29,"Alma, GA",Softball,,Team USA
170.2,,57,"San Jose, CA",Soccer,,Olympian
198.1,,26,"Winnetka, IL",Rowing,,Olympian
172.7,,35,"Thousand Oaks, CA",Softball,,Team USA
175.3,,32,"Salt Lake City, UT",Breaking,,Team USA
177.8,,24,"Las Vegas, NV",Taekwondo,,Team USA
177.8,,41,"Saugus, MA",Snowboarding,,Olympian
175.3,,35,"Beaverton, OR",Track and Field,,Olympian
182.9,,64,Chicago,,,Olympian
160.0,,,"Irvine, California",,,Olympian
167.6,,26,"Salt Lake City, UT",Figure Skating,,Olympian
152.4,,26,"Fremont, CA",Figure Skating,,Olympian
177.8,,67,"Boyds, MD",Table Tennis,,Olympian
188.0,,30,"Fullerton, CA",Beach Volleyball,,Olympian
193.0,,31,"Chesapeake, VA",Track and Field,,Olympian
162.6,,48,Ocoee,,,Olympian
157.5,,50,"Camillus, NY",Para-Cycling,,Paralympian
157.5,,21,"Midland, TX",,,Team USA
172.7,,31,"Orange, CA",Badminton,,Olympian
162.6,,43,"Antioch, CA",Wheelchair Basketball,,Paralympian
162.6,,43,"Littleton, CO",Wheelchair Basketball,,Paralympian
175.3,,36,"Ann Arbor, MI",Softball,,Olympian
149.9,,25,"Vancouver, WA",Gymnastics,,Olympian
175.3,,23,"Norwich, VT",Biathlon,,Team USA
175.3,,,,Tennis,,Team USA
165.1,,23,"Dublin, CA",,,Team USA
165.1,,22,"Fullerton, CA",,,Team USA
154.9,,33,"Redondo Beach, CA",Figure Skating,,Olympian
180.3,,41,"Crested Butte, CO",Alpine Skiing,,Olympian
154.9,,23,"Cerritos, CA",Taekwondo,,Team USA
154.9,,37,"Queens, NY",Breaking,,Olympian
149.9,,20,"Colorado Springs, CO",,,Team USA
172.7,,37,York,,,Olympian
180.3,,31,"Southlake, TX",,,Team USA
180.3,,21,"Springville, UT",,,Team USA
185.4,,34,"Park City, UT",Freestyle Skiing,,Olympian
180.3,,24,Hillerød,Team Handball,,Team USA
198.1,,32,"Honolulu, HI",Volleyball,,Olympian
160.0,,21,"Chino Hills, CA",,,Team USA
185.4,,23,Bagsværd,Team Handball,,Team USA
182.9,,36,Woodinville,,,Olympian
172.7,,34,"San Diego, CA",Track and Field,,Olympian
172.7,,44,"Fairfield, CT",Ice Hockey,,Olympian
157.5,,19,"Fresno, CA",Taekwondo,,Team USA
185.4,,44,"Waipahu, HI",Wheelchair Rugby,,Team USA
175.3,,38,Honolulu,Team Handball,,Team USA
177.8,,29,"Cadyville, NY",Bobsled,,Olympian
162.6,,37,Girdwood,,,Olympian
157.5,,39,"Denver, CO",,,Team USA
177.8,,24,"Lewistown, PA",Track and Field,,Olympian
175.3,,37,"Palos Hills, IL",Para Swimming,,Paralympian
177.8,,45,"San Diego, CA",Para Track and Field,,Paralympian
167.6,,,"Lake Station, IN",Wheelchair Basketball,,Paralympian
172.7,,26,"Manchester Center, VT",Freestyle Skiing,,Olympian
162.6,,,,,,Olympian
180.3,,45,"Tustin, CA",,,Team USA
188.0,,35,"Atherton, CA",Water Polo,,Olympian
177.8,,31,"Los Angeles, CA",Para Track and Field,,Paralympian
170.2,,,Knoxville,,,Team USA
162.6,,42,"Mammoth Lakes, CA",Snowboarding,,Olympian
157.5,,43,St. Paul,,,Olympian
182.9,,32,"Denver, CO",Golf,,Olympian
175.3,,48,Knoxville,,,Olympian
175.3,,25,Ditchling,Rugby,,Olympian
172.7,,30,"Winona, Minn.",Rugby,,Team USA
198.1,,37,"Santa Barbara, CA",Volleyball,,Team USA
167.6,,22,"Orchard Park, NY, NY",,,Olympian
188.0,,24,"Roseville, MN",Curling,,Team USA
182.9,,29,"Roseville, MN",Curling,,Team USA
188.0,,58,Madison,,,Olympian
180.3,,46,Glendora,,,Olympian
180.3,,34,"Phoenix, AZ",Track and Field,,Olympian
185.4,,26,"Ferndale, WA",Rugby,,Olympian
182.9,,52,Phoenix,,,Paralympian
188.0,,40,"LaPorte, TX",Track and Field,,Olympian
167.6,,31,"Waukegan, IL",Para Track and Field,,Team USA
180.3,,35,"Rowlett, TX",Track and Field,,Olympian
162.6,,35,"Landover, MD",Track and Field,,Olympian
180.3,,24,"Oakland, CA",Track and Field,,Olympian
188.0,,45,Göthenborg,,,Olympian
182.9,,38,Red Hill,,,Team USA
175.3,,41,Augusta,,,Olympian
177.8,,45,"Topeka, KS",Para Nordic Skiing,,Paralympian
129.5,,29,"Clarkesville, GA",Para Swimming,,Paralympian
193.0,,31,"Irmo, SC",Basketball,,Team USA
188.0,,,Barcelona,Team Handball,,Olympian
167.6,,20,"Westford, VT",,,Team USA
177.8,,25,"Westford, VT",Biathlon,,Team USA
172.7,,35,"Garland, TX",Baseball,,Team USA
172.7,,35,"Crested Butte, CO",Track and Field,,Olympian
185.4,,44,Keene,,,Olympian
185.4,,34,"Starksboro, VT",Alpine Skiing,,Olympian
180.3,,,New Athens,Para Track and Field,,Paralympian
180.3,,28,"Charlotte, NC",Track and Field,,Olympian
177.8,,34,Shreveport,,,Olympian
185.4,,37,"Watkins Glen, NY",Rowing,,Olympian
167.6,,27,"New York City, NY",Soccer,,Olympian
172.7,,39,"Eagle River, AK",Shooting,,Olympian
177.8,,,Savannah,,,Olympian
157.5,,56,"Breckenridge, CO",Para Snowboarding,,Paralympian
177.8,,26,"Dallas, TX",Rowing,,Olympian
157.5,,41,Newport Beach,,,Olympian
165.1,,49,Columbia,,,Olympian
180.3,,27,"San Clemente, CA",Surfing,,Olympian
193.0,,39,"New Canaan, CT",Rowing,,Olympian
157.5,,69,"Oregon, Ohio",Para Track and Field,,Paralympian
180.3,,29,"Salt Lake City, UT",Sport Climbing,,Olympian
182.9,,38,"Cape Coral, FL",Baseball,,Team USA
175.3,,30,"Atlanta, GA",Track and Field,,Olympian
172.7,,24,"The Colony, TX",Softball,,Team USA
188.0,,39,"Sioux Falls, SD",,,Team USA
157.5,,23,CA,Artistic Swimming,,Team USA
154.9,,28,"Ann Arbor, MI",Para-Equestrian,,Paralympian
185.4,,29,"St. Charles, MO",Basketball,,Olympian
162.6,,56,"Hackettstown, NJ",Triathlon,,Paralympian
170.2,,29,"Huntingtown, Md.",Track and Field,,Team USA
177.8,,42,"Seattle, WA",Para-Cycling,,Paralympian
180.3,,29,"McLean, VA",Rowing,,Olympian
188.0,,31,"Gainsville, GA",Canoe/Kayak,,Team USA
182.9,,,,,,Olympian
170.2,,,,,,Team USA
175.3,,28,"Plano, TX",,,Team USA
172.7,,49,Monroe,,,Olympian
188.0,,23,"Norwell, MA",Ice Hockey,,Olympian
172.7,,26,"Northbrook, IL",Ice Hockey,,Olympian
165.1,,45,Minneapolis,,,Olympian
162.6,,29,"Shoreview, MN",Sport Climbing,,Olympian
193.0,,31,"Rockville, MD",Swimming,,Olympian
160.0,,40,"Sacramento, Calif. , CA",Track and Field,,Olympian
157.5,,36,Egg Harbor,Sled Hockey,,Paralympian
167.6,,27,"Modesto, CA",Swimming,,Olympian
185.4,,29,"Shelby Township, MI",Ice Hockey,,Olympian
167.6,,25,"Manhattan Beach, CA",Gymnastics,,Olympian
182.9,,40,"Beaverton, OR",Para-Cycling,,Paralympian
167.6,,30,"Edwards, CO",Track and Field,,Olympian
134.6,,20,"Rancho Cucamonga, CA",Taekwondo,,Team USA
175.3,,28,"Cleveland , OH",Boxing,,Olympian
162.6,,41,"Mammoth Lakes, CA",Alpine Skiing,,Olympian
180.3,,35,Santa Cruz,Volleyball,,Team USA
198.1,,33,"Santa Cruz, CA",Volleyball,,Team USA
162.6,,37,"Celina, OH",Goalball,,Paralympian
162.6,,30,"The Woodlands, TX",Diving,,Olympian
172.7,,32,"Long Beach, Calif.",Track and Field,,Team USA
188.0,,58,Indianapolis,Taekwondo,,Olympian
195.6,,31,"Fowlerville, MI",Wrestling,,Olympian
185.4,,29,"Kenai, AK",Biathlon,,Team USA
162.6,,31,"Dothan, AL",Softball,,Team USA
170.2,,27,"Vail, CO",Freestyle Skiing,,Team USA
172.7,,28,"Greenwood, IN",Diving,,Team USA
177.8,,32,"Anchorage, AK",Ice Hockey,,Olympian
190.5,,,"Nyack, NY",Sailing,,Team USA
185.4,,31,"Philladelphia, PA",Basketball,,Olympian
203.2,,41,Bufalo,,,Olympian
175.3,,23,"Bethesda, MD",Canoe/Kayak,,Olympian
195.6,,32,"Naperville, IL",Swimming,,Olympian
162.6,,32,Fairfield,Softball,,Team USA
180.3,,47,Lafayette,,,Olympian
177.8,,64,"Diamond Bar, CA",Softball,,Olympian
172.7,,26,"Arvada, CO",Snowboarding,,Olympian
160.0,,21,"Napa, CA",,,Team USA
200.7,,28,"Old Lyme, CT",Rowing,,Olympian
157.5,,61,"LaCrosse, WI",Para Archery,,Paralympian
177.8,,35,Richmond,,,Team USA
157.5,,38,"Phoenixville, PA",Track and Field,,Team USA
175.3,,24,"Stillwater, OK",Softball,,Team USA
188.0,,,"Darien, CT",,,Team USA
185.4,,32,"Dayton, Ohio",Volleyball,,Team USA
162.6,,30,"Kentfield, CA",Cycling,,Olympian
157.5,,40,"Durango, CO",Para Snowboarding,,Paralympian
210.8,,35,"Mobile, AL",Basketball,,Olympian
167.6,,26,"Nashua, NH",Curling,,Team USA
160.0,,29,"Cedartown, GA",,,Team USA
180.3,,,,,,Team USA
167.6,,,"Rustburg, VA",Track and Field,,Team USA
188.0,,29,"Makawao, HI",Volleyball,,Team USA
190.5,,47,Fayetteville,,,Olympian
167.6,,40,,,,Olympian
175.3,,32,"Oakton, VA",Basketball,,Team USA
170.2,,34,West Hills,,,Team USA
157.5,,33,"Palos Heights , IL",Ice Hockey,,Olympian
157.5,,34,"Indianapolis, IN",Diving,,Olympian
167.6,,28,"Potomac, MD",Taekwondo,,Team USA
193.0,,36,"Honolulu, HI",Volleyball,,Team USA
182.9,,34,"Honolulu, HI",Volleyball,,Team USA
172.7,,34,"Houston, TX",Cycling,,Olympian
177.8,,35,"Killeen, Texas , TX",Track and Field,,Team USA
160.0,,32,"Muncy Valley, PA",Shooting,,Olympian
162.6,,42,"Leavenworth, KS",Track and Field,,Olympian
167.6,,35,"Murrieta, CA",Taekwondo,,Olympian
180.3,,38,"Santa Barbara, CA",Water Polo,,Olympian
180.3,,37,"Midland, MI",Swimming,,Team USA
185.4,,68,"Easton, MA",Ice Hockey,,Olympian
182.9,,44,"Richmond, VA",Para Track and Field,,Team USA
162.6,,33,"Visalia, CA",Cycling,,Olympian
177.8,,32,"Houston, TX",Sailing,,Team USA
160.0,,23,"Boise, ID",,,Team USA
160.0,,41,"Doylestown, PA",Field Hockey,,Olympian
162.6,,29,"Boulder, CO",Track and Field,,Olympian
180.3,,48,Van Wyck,,,Olympian
180.3,,,Kalamazoo,,,Olympian
185.4,,57,San Francisco,,,Olympian
170.2,,25,"Boca Raton, FL",Diving,,Team USA
177.8,,34,Yukon,,,Team USA
180.3,,21,"Miami, FL",Soccer,,Olympian
182.9,,36,"Annandale, VA",Bobsled,,Team USA
177.8,,39,"Kitnersville, PA",,,Olympian
170.2,,38,Baltimore,,,Team USA
190.5,,,Quartz Hill,,,Olympian
157.5,,26,"Middlebury, Ind.",,,Team USA
160.0,,21,"Happy Valley, OR",,,Team USA
188.0,,31,"St. Louis, Mo., MO",Track and Field,,Olympian
177.8,,35,Sarasota,Artistic Swimming,,Team USA
195.6,,43,Austin,,,Olympian
170.2,,34,"Colorado Springs, CO",Para Judo,,Paralympian
170.2,,25,Toledo,Boxing,,Team USA
180.3,,35,"Raleigh, NC",Canoe/Kayak,,Team USA
167.6,,26,"Spokane, WA",Para Track and Field,,Team USA
167.6,,24,"Raleigh, NC",,,Team USA
154.9,,28,"Allendale, MI",Para Swimming,,Team USA
188.0,,32,"Colorado Springs, Colo.",Cycling,,Team USA
160.0,,33,"Yuba City, CA",Para Track and Field,,Paralympian
182.9,,32,Lakewood,,,Team USA
157.5,,26,"Mission Viejo, CA",Para Track and Field,,Team USA
170.2,,57,"Fullerton, CA",Canoe/Kayak,,Team USA
198.1,,34,"Gresham, OR",Track and Field,,Olympian
200.7,,33,"Boring, OR",Track and Field,,Olympian
188.0,,25,"Fortson, GA",Soccer,,Team USA
182.9,,40,Park City,Skeleton,,Olympian
152.4,,33,"Santa Clara, CA",Taekwondo,,Team USA
165.1,,43,New York,Boxing,,Team USA
160.0,,44,San Jose,Artistic Swimming,,Olympian
185.4,,53,El Paso,,,Olympian
193.0,,28,"Muskegon, MI",Rugby,,Olympian
160.0,,37,"New York, NY",Track and Field,,Team USA
154.9,,25,"Beaufort, SC",Weightlifting,,Olympian
172.7,,21,"Flushing, NY",,,Team USA
180.3,,40,"Monterey, CA",Bobsled,,Olympian
167.6,,38,Moorpark,Field Hockey,,Team USA
175.3,,34,"Smithson Valley, TX",Track and Field,,Olympian
188.0,,27,"Springfield, NH",Biathlon,,Team USA
185.4,,28,"Las Vegas, NV",Track and Field,,Olympian
180.3,,18,"River Falls, WI",Sled Hockey,,Team USA
190.5,,30,"Santa Margherita, CA",Water Polo,,Olympian
175.3,,26,"Bismarck, ND",Ice Hockey,,Olympian
170.2,,27,"Salem, MA",Para Swimming,,Paralympian
180.3,,31,Boulder,,,Olympian
167.6,,38,"Stockholm, ME",Biathlon,,Olympian
188.0,,38,"Akron, OH",Basketball,,Olympian
190.5,,25,"Dunwoody, GA",Swimming,,Olympian
188.0,,42,Miami,,,Olympian
172.7,,,"Buford, Georgia",,,Olympian
172.7,,37,"Princeton , NJ",Skeleton,,Olympian
172.7,,41,"Albany, NY",Judo,,Olympian
193.0,,,"Indianapolis, IN",,,Olympian
180.3,,33,"Grosse Pointe, Mich.",Sailing,,Team USA
167.6,,22,"Calgary, CA",Artistic Swimming,,Olympian
165.1,,46,"Boonton, NJ",Goalball,,Paralympian
160.0,,33,"Topsfield, MA",Track and Field,,Olympian
177.8,,20,"Belmont, MA",Team Handball,,Team USA
182.9,,44,"Sidney, NE",Sitting Volleyball,,Team USA
177.8,,,"Minneapolis, MN",Para-Rowing,,Paralympian
170.2,,32,"Menlo Park, CA",Soccer,,Olympian
175.3,,35,"Cornell University, NY",Wrestling,,Olympian
167.6,,,"Naperville, IL",Swimming,,Team USA
182.9,,39,"Grass Valley, CA",Volleyball,,Team USA
205.7,,46,"Ormond Beach, FL",Volleyball,,Olympian
157.5,,23,"Harbor, CA",Taekwondo,,Team USA
175.3,,37,"Shoreview, MN",Sailing,,Olympian
165.1,,34,"Sparks, NV",Gymnastics,,Olympian
170.2,,28,"Cypress, TX",Softball,,Team USA
175.3,,40,"Smithtown, NY",Skeleton,,Olympian
190.5,,42,Vail,,,Olympian
167.6,,,Chicago,,,Team USA
165.1,,33,"Gray Summit, MO",Softball,,Team USA
170.2,,57,"Putney, VT",Para-Cycling,,Paralympian
175.3,,,,,,Olympian
139.7,,63,Cooper City,,,Paralympian
177.8,,24,"Renton, WA",Swimming,,Olympian
157.5,,19,"Santa Clara, CA",Artistic Swimming,,Team USA
170.2,,29,"Orlando, FL",Track and Field,,Olympian
180.3,,,"West Chester, Ohio",,,Olympian
180.3,,55,,,,Olympian
160.0,,35,"Colorado Springs, CO",Paratriathlon,,Paralympian
188.0,,,Milford,Team Handball,,Olympian
198.1,,26,"Long Beach, CA",Water Polo,,Olympian
160.0,,28,"Mesquite, TX",,,Team USA
177.8,,27,"Menlo Park, CA",Soccer,,Olympian
162.6,,30,"Northridge, CA",Artistic Swimming,,Team USA
177.8,,39,Manchester,,,Olympian
198.1,,24,"Newark, DE",Basketball,,Olympian
188.0,,46,Arnaudville,,,Olympian
162.6,,44,"Stockton, CA",Volleyball,,Olympian
172.7,,30,"Mammoth Lakes, CA",Snowboarding,,Team USA
172.7,,32,"Grafton, MA",Para Track and Field,,Paralympian
188.0,,43,"Chicago, IL",,,Olympian
175.3,,37,,Snowboarding,,Olympian
185.4,,33,"Shelbyville, KY",Shooting,,Team USA
157.5,,,,Tennis,,Team USA
167.6,,34,"Bethlehem, CT",Modern Pentathlon,,Olympian
165.1,,33,"Los Angeles, CA",Equestrian,,Olympian
170.2,,31,"Great Neck, NY",Karate,,Team USA
167.6,,49,Clayton,,,Olympian
175.3,,21,"Scottsdale, AZ",Artistic Swimming,,Team USA
182.9,,49,"Fremont, IN",Para-Cycling,,Team USA
190.5,,30,"Fishers, IN",Basketball,,Team USA
162.6,,26,"Agoura Hills, CA",Track and Field,,Olympian
167.6,,42,"Jericho, VT",Cycling,,Olympian
193.0,,29,"Inverness, FL",Rowing,,Olympian
154.9,,19,"Walnut Creek, CA",Artistic Swimming,,Team USA
177.8,,40,"Berlin, NJ",Field Hockey,,Olympian
190.5,,25,"Park City, UT",Speedskating,,Olympian
185.4,,24,"Littleton, CO",Taekwondo,,Team USA
177.8,,29,"Gilbert, Ariz. , AZ",Track and Field,,Team USA
185.4,,38,"Torrance, CA",Volleyball,,Team USA
167.6,,37,"Vienna, VA",Skeleton,,Team USA
182.9,,72,"Santa Cruz, CA",Table Tennis,,Paralympian
160.0,,22,"Madison, NJ",,,Team USA
180.3,,56,"Hopewell Junction, NY",Para-Cycling,,Paralympian
160.0,,28,"Park City, UT",Para Alpine Skiing,,Paralympian
185.4,,32,"Clovis, CA",Golf,,Olympian
162.6,,26,"Poughkeepsie, NY",Speedskating,,Olympian
195.6,,29,"Huntington Beach, CA",Volleyball,,Olympian
190.5,,51,"Ringwood, NJ",Softball,,Team USA
172.7,,22,"Mission, TX",,,Team USA
175.3,,54,"Chicago, IL",Para Shooting,,Paralympian
175.3,,26,"Blandon, PA",Soccer,,Team USA
